municipio,estado
IPUIÚNA,Minas Gera
IRAÍ DE MINAS,Minas Gera
ITABIRA,Minas Gera
ITABIRINHA,Minas Gera
ITABIRITO,Minas Gera
ITACAMBIRA,Minas Gera
ITACARAMBI,Minas Gera
ITAGUARA,Minas Gera
ITAIPÉ,Minas Gera
ITAJUBÁ,Minas Gera
ITAMARANDIBA,Minas Gera
ITAMARATI DE MINAS,Minas Gera
ITAMBACURI,Minas Gera
ITAMBÉ DO MATO DENTRO,Minas Gera
ITAMOGI,Minas Gera
ITAMONTE,Minas Gera
ITANHANDU,Minas Gera
ITANHOMI,Minas Gera
ITAOBIM,Minas Gera
ITAPAGIPE,Minas Gera
ITAPECERICA,Minas Gera
ITAPEVA,Minas Gera
ITATIAIUÇU,Minas Gera
ITAÚ DE MINAS,Minas Gera
ITAÚNA,Minas Gera
ITAVERAVA,Minas Gera
ITINGA,Minas Gera
ITUETA,Minas Gera
ITUIUTABA,Minas Gera
ITUMIRIM,Minas Gera
ITURAMA,Minas Gera
ITUTINGA,Minas Gera
JABOTICATUBAS,Minas Gera
JACINTO,Minas Gera
JACUÍ,Minas Gera
JACUTINGA,Minas Gera
JAGUARAÇU,Minas Gera
JAÍBA,Minas Gera
JAMPRUCA,Minas Gera
JANAÚBA,Minas Gera
JANUÁRIA,Minas Gera
JAPARAÍBA,Minas Gera
JAPONVAR,Minas Gera
JECEABA,Minas Gera
JENIPAPO DE MINAS,Minas Gera
JEQUERI,Minas Gera
JEQUITAÍ,Minas Gera
JEQUITIBÁ,Minas Gera
JEQUITINHONHA,Minas Gera
JESUÂNIA,Minas Gera
JOAÍMA,Minas Gera
JOANÉSIA,Minas Gera
JOÃO MONLEVADE,Minas Gera
JOÃO PINHEIRO,Minas Gera
JOAQUIM FELÍCIO,Minas Gera
JORDÂNIA,Minas Gera
JOSÉ GONÇALVES DE MINAS,Minas Gera
JOSÉ RAYDAN,Minas Gera
JOSENÓPOLIS,Minas Gera
NOVA UNIÃO,Minas Gera
JUATUBA,Minas Gera
JUIZ DE FORA,Minas Gera
JURAMENTO,Minas Gera
JURUAIA,Minas Gera
JUVENÍLIA,Minas Gera
LADAINHA,Minas Gera
LAGAMAR,Minas Gera
LAGOA DA PRATA,Minas Gera
LAGOA DOS PATOS,Minas Gera
LAGOA DOURADA,Minas Gera
LAGOA FORMOSA,Minas Gera
LAGOA GRANDE,Minas Gera
LAGOA SANTA,Minas Gera
LAJINHA,Minas Gera
LAMBARI,Minas Gera
LAMIM,Minas Gera
LARANJAL,Minas Gera
LASSANCE,Minas Gera
LAVRAS,Minas Gera
LEANDRO FERREIRA,Minas Gera
LEME DO PRADO,Minas Gera
LEOPOLDINA,Minas Gera
LIBERDADE,Minas Gera
LIMA DUARTE,Minas Gera
LIMEIRA DO OESTE,Minas Gera
LONTRA,Minas Gera
LUISBURGO,Minas Gera
LUISLÂNDIA,Minas Gera
LUMINÁRIAS,Minas Gera
LUZ,Minas Gera
MACHACALIS,Minas Gera
MACHADO,Minas Gera
MADRE DE DEUS DE MINAS,Minas Gera
MALACACHETA,Minas Gera
MAMONAS,Minas Gera
MANGA,Minas Gera
MANHUAÇU,Minas Gera
MANHUMIRIM,Minas Gera
MANTENA,Minas Gera
MARAVILHAS,Minas Gera
MAR DE ESPANHA,Minas Gera
MARIA DA FÉ,Minas Gera
MARIANA,Minas Gera
MARILAC,Minas Gera
MÁRIO CAMPOS,Minas Gera
MARIPÁ DE MINAS,Minas Gera
MARLIÉRIA,Minas Gera
MARMELÓPOLIS,Minas Gera
MARTINHO CAMPOS,Minas Gera
MARTINS SOARES,Minas Gera
MATA VERDE,Minas Gera
MATERLÂNDIA,Minas Gera
MATEUS LEME,Minas Gera
MATIAS BARBOSA,Minas Gera
MATIAS CARDOSO,Minas Gera
MATIPÓ,Minas Gera
MATO VERDE,Minas Gera
MATOZINHOS,Minas Gera
MATUTINA,Minas Gera
MEDEIROS,Minas Gera
MEDINA,Minas Gera
MENDES PIMENTEL,Minas Gera
MERCÊS,Minas Gera
MESQUITA,Minas Gera
MINAS NOVAS,Minas Gera
MINDURI,Minas Gera
MIRABELA,Minas Gera
MIRADOURO,Minas Gera
MIRAÍ,Minas Gera
MIRAVÂNIA,Minas Gera
MOEDA,Minas Gera
MOEMA,Minas Gera
MONJOLOS,Minas Gera
MONSENHOR PAULO,Minas Gera
MONTALVÂNIA,Minas Gera
MONTE ALEGRE DE MINAS,Minas Gera
MONTE AZUL,Minas Gera
MONTE BELO,Minas Gera
MONTE CARMELO,Minas Gera
MONTE FORMOSO,Minas Gera
MONTE SANTO DE MINAS,Minas Gera
MONTES CLAROS,Minas Gera
MONTE SIÃO,Minas Gera
MONTEZUMA,Minas Gera
MORADA NOVA DE MINAS,Minas Gera
MORRO DA GARÇA,Minas Gera
MORRO DO PILAR,Minas Gera
MUNHOZ,Minas Gera
MURIAÉ,Minas Gera
MUTUM,Minas Gera
MUZAMBINHO,Minas Gera
NACIP RAYDAN,Minas Gera
NANUQUE,Minas Gera
NAQUE,Minas Gera
NATALÂNDIA,Minas Gera
NATÉRCIA,Minas Gera
NAZARENO,Minas Gera
NEPOMUCENO,Minas Gera
NINHEIRA,Minas Gera
NOVA BELÉM,Minas Gera
NOVA ERA,Minas Gera
NOVA LIMA,Minas Gera
NOVA MÓDICA,Minas Gera
NOVA PONTE,Minas Gera
NOVA PORTEIRINHA,Minas Gera
NOVA RESENDE,Minas Gera
NOVA SERRANA,Minas Gera
NOVO CRUZEIRO,Minas Gera
NOVO ORIENTE DE MINAS,Minas Gera
NOVORIZONTE,Minas Gera
OLARIA,Minas Gera
OLHOS-D'ÁGUA,Minas Gera
OLÍMPIO NORONHA,Minas Gera
OLIVEIRA,Minas Gera
OLIVEIRA FORTES,Minas Gera
ONÇA DE PITANGUI,Minas Gera
ORATÓRIOS,Minas Gera
ORIZÂNIA,Minas Gera
OURO BRANCO,Minas Gera
OURO FINO,Minas Gera
OURO PRETO,Minas Gera
OURO VERDE DE MINAS,Minas Gera
PADRE CARVALHO,Minas Gera
PADRE PARAÍSO,Minas Gera
PAINEIRAS,Minas Gera
PAINS,Minas Gera
PAI PEDRO,Minas Gera
PAIVA,Minas Gera
PALMA,Minas Gera
PALMÓPOLIS,Minas Gera
PAPAGAIOS,Minas Gera
PARACATU,Minas Gera
PARÁ DE MINAS,Minas Gera
PARAGUAÇU,Minas Gera
PARAISÓPOLIS,Minas Gera
PARAOPEBA,Minas Gera
PASSABÉM,Minas Gera
PASSA QUATRO,Minas Gera
PASSA TEMPO,Minas Gera
PASSA VINTE,Minas Gera
PASSOS,Minas Gera
PATIS,Minas Gera
PATOS DE MINAS,Minas Gera
PATROCÍNIO,Minas Gera
PATROCÍNIO DO MURIAÉ,Minas Gera
PAULA CÂNDIDO,Minas Gera
PAULISTAS,Minas Gera
PAVÃO,Minas Gera
PEÇANHA,Minas Gera
PEDRA AZUL,Minas Gera
PEDRA BONITA,Minas Gera
PEDRA DO ANTA,Minas Gera
PEDRA DO INDAIÁ,Minas Gera
PEDRA DOURADA,Minas Gera
PEDRALVA,Minas Gera
PEDRAS DE MARIA DA CRUZ,Minas Gera
PEDRINÓPOLIS,Minas Gera
PEDRO LEOPOLDO,Minas Gera
PEDRO TEIXEIRA,Minas Gera
PEQUERI,Minas Gera
PEQUI,Minas Gera
PERDIGÃO,Minas Gera
PERDIZES,Minas Gera
PERDÕES,Minas Gera
PERIQUITO,Minas Gera
PESCADOR,Minas Gera
PIAU,Minas Gera
PIEDADE DE CARATINGA,Minas Gera
PIEDADE DE PONTE NOVA,Minas Gera
PIEDADE DO RIO GRANDE,Minas Gera
PIEDADE DOS GERAIS,Minas Gera
PIMENTA,Minas Gera
PINGO-D'ÁGUA,Minas Gera
PINTÓPOLIS,Minas Gera
PIRACEMA,Minas Gera
PIRAJUBA,Minas Gera
PIRANGA,Minas Gera
PIRANGUÇU,Minas Gera
PIRANGUINHO,Minas Gera
PIRAPETINGA,Minas Gera
PIRAPORA,Minas Gera
PIRAÚBA,Minas Gera
PITANGUI,Minas Gera
PIUMHI,Minas Gera
PLANURA,Minas Gera
POÇO FUNDO,Minas Gera
POÇOS DE CALDAS,Minas Gera
POCRANE,Minas Gera
POMPÉU,Minas Gera
PONTE NOVA,Minas Gera
PONTO CHIQUE,Minas Gera
PONTO DOS VOLANTES,Minas Gera
PORTEIRINHA,Minas Gera
PORTO FIRME,Minas Gera
POTÉ,Minas Gera
POUSO ALEGRE,Minas Gera
POUSO ALTO,Minas Gera
PRADOS,Minas Gera
PRATA,Minas Gera
PRATÁPOLIS,Minas Gera
PRATINHA,Minas Gera
PRESIDENTE BERNARDES,Minas Gera
PRESIDENTE JUSCELINO,Minas Gera
PRESIDENTE KUBITSCHEK,Minas Gera
PRESIDENTE OLEGÁRIO,Minas Gera
ALTO JEQUITIBÁ,Minas Gera
PRUDENTE DE MORAIS,Minas Gera
QUARTEL GERAL,Minas Gera
QUELUZITO,Minas Gera
RAPOSOS,Minas Gera
RAUL SOARES,Minas Gera
RECREIO,Minas Gera
REDUTO,Minas Gera
RESENDE COSTA,Minas Gera
RESPLENDOR,Minas Gera
RESSAQUINHA,Minas Gera
RIACHINHO,Minas Gera
RIACHO DOS MACHADOS,Minas Gera
RIBEIRÃO DAS NEVES,Minas Gera
RIBEIRÃO VERMELHO,Minas Gera
RIO ACIMA,Minas Gera
RIO CASCA,Minas Gera
RIO DOCE,Minas Gera
RIO DO PRADO,Minas Gera
RIO ESPERA,Minas Gera
RIO MANSO,Minas Gera
RIO NOVO,Minas Gera
RIO PARANAÍBA,Minas Gera
RIO PARDO DE MINAS,Minas Gera
RIO PIRACICABA,Minas Gera
RIO POMBA,Minas Gera
RIO PRETO,Minas Gera
RIO VERMELHO,Minas Gera
RITÁPOLIS,Minas Gera
ROCHEDO DE MINAS,Minas Gera
RODEIRO,Minas Gera
ROMARIA,Minas Gera
ROSÁRIO DA LIMEIRA,Minas Gera
RUBELITA,Minas Gera
RUBIM,Minas Gera
SABARÁ,Minas Gera
SABINÓPOLIS,Minas Gera
SACRAMENTO,Minas Gera
SALINAS,Minas Gera
SALTO DA DIVISA,Minas Gera
SANTA BÁRBARA,Minas Gera
SANTA BÁRBARA DO LESTE,Minas Gera
SANTA BÁRBARA DO MONTE VERDE,Minas Gera
SANTA BÁRBARA DO TUGÚRIO,Minas Gera
SANTA CRUZ DE MINAS,Minas Gera
SANTA CRUZ DE SALINAS,Minas Gera
SANTA CRUZ DO ESCALVADO,Minas Gera
SANTA EFIGÊNIA DE MINAS,Minas Gera
SANTA FÉ DE MINAS,Minas Gera
SANTA HELENA DE MINAS,Minas Gera
SANTA JULIANA,Minas Gera
SANTA LUZIA,Minas Gera
SANTA MARGARIDA,Minas Gera
SANTA MARIA DE ITABIRA,Minas Gera
SANTA MARIA DO SALTO,Minas Gera
SANTA MARIA DO SUAÇUÍ,Minas Gera
SANTANA DA VARGEM,Minas Gera
SANTANA DE CATAGUASES,Minas Gera
SANTANA DE PIRAPAMA,Minas Gera
SANTANA DO DESERTO,Minas Gera
SANTANA DO GARAMBÉU,Minas Gera
SANTANA DO JACARÉ,Minas Gera
SANTANA DO MANHUAÇU,Minas Gera
SANTANA DO PARAÍSO,Minas Gera
SANTANA DO RIACHO,Minas Gera
SANTANA DOS MONTES,Minas Gera
SANTA RITA DE CALDAS,Minas Gera
SANTA RITA DE JACUTINGA,Minas Gera
SANTA RITA DE MINAS,Minas Gera
SANTA RITA DE IBITIPOCA,Minas Gera
SANTA RITA DO ITUETO,Minas Gera
SANTA RITA DO SAPUCAÍ,Minas Gera
SANTA ROSA DA SERRA,Minas Gera
SANTA VITÓRIA,Minas Gera
SANTO ANTÔNIO DO AMPARO,Minas Gera
SANTO ANTÔNIO DO AVENTUREIRO,Minas Gera
SANTO ANTÔNIO DO GRAMA,Minas Gera
SANTO ANTÔNIO DO ITAMBÉ,Minas Gera
SANTO ANTÔNIO DO JACINTO,Minas Gera
SANTO ANTÔNIO DO MONTE,Minas Gera
SANTO ANTÔNIO DO RETIRO,Minas Gera
SANTO ANTÔNIO DO RIO ABAIXO,Minas Gera
SANTO HIPÓLITO,Minas Gera
SANTOS DUMONT,Minas Gera
SÃO BENTO ABADE,Minas Gera
SÃO BRÁS DO SUAÇUÍ,Minas Gera
SÃO DOMINGOS DAS DORES,Minas Gera
SÃO DOMINGOS DO PRATA,Minas Gera
SÃO FÉLIX DE MINAS,Minas Gera
SÃO FRANCISCO,Minas Gera
SÃO FRANCISCO DE PAULA,Minas Gera
SÃO FRANCISCO DE SALES,Minas Gera
SÃO FRANCISCO DO GLÓRIA,Minas Gera
SÃO GERALDO,Minas Gera
SÃO GERALDO DA PIEDADE,Minas Gera
SÃO GERALDO DO BAIXIO,Minas Gera
SÃO GONÇALO DO ABAETÉ,Minas Gera
SÃO GONÇALO DO PARÁ,Minas Gera
SÃO GONÇALO DO RIO ABAIXO,Minas Gera
SÃO GONÇALO DO SAPUCAÍ,Minas Gera
SÃO GOTARDO,Minas Gera
SÃO JOÃO BATISTA DO GLÓRIA,Minas Gera
SÃO JOÃO DA LAGOA,Minas Gera
SÃO JOÃO DA MATA,Minas Gera
SÃO JOÃO DA PONTE,Minas Gera
SÃO JOÃO DAS MISSÕES,Minas Gera
SÃO JOÃO DEL REI,Minas Gera
SÃO JOÃO DO MANHUAÇU,Minas Gera
SÃO JOÃO DO MANTENINHA,Minas Gera
SÃO JOÃO DO ORIENTE,Minas Gera
SÃO JOÃO DO PACUÍ,Minas Gera
SÃO JOÃO DO PARAÍSO,Minas Gera
SÃO JOÃO EVANGELISTA,Minas Gera
SÃO JOÃO NEPOMUCENO,Minas Gera
SÃO JOAQUIM DE BICAS,Minas Gera
SÃO JOSÉ DA BARRA,Minas Gera
SÃO JOSÉ DA LAPA,Minas Gera
SÃO JOSÉ DA SAFIRA,Minas Gera
SÃO JOSÉ DA VARGINHA,Minas Gera
SÃO JOSÉ DO ALEGRE,Minas Gera
SÃO JOSÉ DO DIVINO,Minas Gera
SÃO JOSÉ DO GOIABAL,Minas Gera
SÃO JOSÉ DO JACURI,Minas Gera
SÃO JOSÉ DO MANTIMENTO,Minas Gera
SÃO LOURENÇO,Minas Gera
SÃO MIGUEL DO ANTA,Minas Gera
SÃO PEDRO DA UNIÃO,Minas Gera
SÃO PEDRO DOS FERROS,Minas Gera
SÃO PEDRO DO SUAÇUÍ,Minas Gera
SÃO ROMÃO,Minas Gera
SÃO ROQUE DE MINAS,Minas Gera
SÃO SEBASTIÃO DA BELA VISTA,Minas Gera
SÃO SEBASTIÃO DA VARGEM ALEGRE,Minas Gera
SÃO SEBASTIÃO DO ANTA,Minas Gera
SÃO SEBASTIÃO DO MARANHÃO,Minas Gera
SÃO SEBASTIÃO DO OESTE,Minas Gera
SÃO SEBASTIÃO DO PARAÍSO,Minas Gera
SÃO SEBASTIÃO DO RIO PRETO,Minas Gera
SÃO SEBASTIÃO DO RIO VERDE,Minas Gera
SÃO TIAGO,Minas Gera
SÃO TOMÁS DE AQUINO,Minas Gera
SÃO TOMÉ DAS LETRAS,Minas Gera
SÃO VICENTE DE MINAS,Minas Gera
SAPUCAÍ-MIRIM,Minas Gera
SARDOÁ,Minas Gera
SARZEDO,Minas Gera
SETUBINHA,Minas Gera
SEM-PEIXE,Minas Gera
SENADOR AMARAL,Minas Gera
SENADOR CORTES,Minas Gera
SENADOR FIRMINO,Minas Gera
SENADOR JOSÉ BENTO,Minas Gera
SENADOR MODESTINO GONÇALVES,Minas Gera
SENHORA DE OLIVEIRA,Minas Gera
SENHORA DO PORTO,Minas Gera
SENHORA DOS REMÉDIOS,Minas Gera
SERICITA,Minas Gera
SERITINGA,Minas Gera
SERRA AZUL DE MINAS,Minas Gera
SERRA DA SAUDADE,Minas Gera
SERRA DOS AIMORÉS,Minas Gera
SERRA DO SALITRE,Minas Gera
SERRANIA,Minas Gera
SERRANÓPOLIS DE MINAS,Minas Gera
SERRANOS,Minas Gera
SERRO,Minas Gera
SETE LAGOAS,Minas Gera
SILVEIRÂNIA,Minas Gera
SILVIANÓPOLIS,Minas Gera
SIMÃO PEREIRA,Minas Gera
SIMONÉSIA,Minas Gera
SOBRÁLIA,Minas Gera
SOLEDADE DE MINAS,Minas Gera
TABULEIRO,Minas Gera
TAIOBEIRAS,Minas Gera
TAPARUBA,Minas Gera
TAPIRA,Minas Gera
TAPIRAÍ,Minas Gera
TAQUARAÇU DE MINAS,Minas Gera
TARUMIRIM,Minas Gera
TEIXEIRAS,Minas Gera
TEÓFILO OTONI,Minas Gera
TIMÓTEO,Minas Gera
TIRADENTES,Minas Gera
TIROS,Minas Gera
TOCANTINS,Minas Gera
TOCOS DO MOJI,Minas Gera
TOLEDO,Minas Gera
TOMBOS,Minas Gera
TRÊS CORAÇÕES,Minas Gera
TRÊS MARIAS,Minas Gera
TRÊS PONTAS,Minas Gera
TUMIRITINGA,Minas Gera
TUPACIGUARA,Minas Gera
TURMALINA,Minas Gera
TURVOLÂNDIA,Minas Gera
UBÁ,Minas Gera
UBAÍ,Minas Gera
UBAPORANGA,Minas Gera
UBERABA,Minas Gera
UBERLÂNDIA,Minas Gera
UMBURATIBA,Minas Gera
UNAÍ,Minas Gera
UNIÃO DE MINAS,Minas Gera
URUANA DE MINAS,Minas Gera
URUCÂNIA,Minas Gera
URUCUIA,Minas Gera
VARGEM ALEGRE,Minas Gera
VARGEM BONITA,Minas Gera
VARGEM GRANDE DO RIO PARDO,Minas Gera
VARGINHA,Minas Gera
VARJÃO DE MINAS,Minas Gera
VÁRZEA DA PALMA,Minas Gera
VARZELÂNDIA,Minas Gera
VAZANTE,Minas Gera
VERDELÂNDIA,Minas Gera
VEREDINHA,Minas Gera
VERÍSSIMO,Minas Gera
VERMELHO NOVO,Minas Gera
VESPASIANO,Minas Gera
VIÇOSA,Minas Gera
VIEIRAS,Minas Gera
MATHIAS LOBATO,Minas Gera
VIRGEM DA LAPA,Minas Gera
VIRGÍNIA,Minas Gera
VIRGINÓPOLIS,Minas Gera
VIRGOLÂNDIA,Minas Gera
VISCONDE DO RIO BRANCO,Minas Gera
VOLTA GRANDE,Minas Gera
WENCESLAU BRAZ,Minas Gera
AFONSO CLÁUDIO,Espírito S
ÁGUIA BRANCA,Espírito S
ÁGUA DOCE DO NORTE,Espírito S
ALEGRE,Espírito S
ALFREDO CHAVES,Espírito S
ALTO RIO NOVO,Espírito S
ANCHIETA,Espírito S
APIACÁ,Espírito S
ARACRUZ,Espírito S
ATÍLIO VIVÁCQUA,Espírito S
BAIXO GUANDU,Espírito S
BARRA DE SÃO FRANCISCO,Espírito S
BOA ESPERANÇA,Espírito S
BOM JESUS DO NORTE,Espírito S
BREJETUBA,Espírito S
CACHOEIRO DE ITAPEMIRIM,Espírito S
CARIACICA,Espírito S
CASTELO,Espírito S
COLATINA,Espírito S
CONCEIÇÃO DA BARRA,Espírito S
CONCEIÇÃO DO CASTELO,Espírito S
DIVINO DE SÃO LOURENÇO,Espírito S
DOMINGOS MARTINS,Espírito S
DORES DO RIO PRETO,Espírito S
ECOPORANGA,Espírito S
FUNDÃO,Espírito S
GOVERNADOR LINDENBERG,Espírito S
GUAÇUÍ,Espírito S
GUARAPARI,Espírito S
IBATIBA,Espírito S
IBIRAÇU,Espírito S
IBITIRAMA,Espírito S
ICONHA,Espírito S
IRUPI,Espírito S
ITAGUAÇU,Espírito S
ITAPEMIRIM,Espírito S
ITARANA,Espírito S
IÚNA,Espírito S
JAGUARÉ,Espírito S
JERÔNIMO MONTEIRO,Espírito S
JOÃO NEIVA,Espírito S
LARANJA DA TERRA,Espírito S
LINHARES,Espírito S
MANTENÓPOLIS,Espírito S
MARATAÍZES,Espírito S
MARECHAL FLORIANO,Espírito S
MARILÂNDIA,Espírito S
MIMOSO DO SUL,Espírito S
MONTANHA,Espírito S
MUCURICI,Espírito S
MUNIZ FREIRE,Espírito S
MUQUI,Espírito S
NOVA VENÉCIA,Espírito S
PANCAS,Espírito S
PEDRO CANÁRIO,Espírito S
PINHEIROS,Espírito S
PIÚMA,Espírito S
PONTO BELO,Espírito S
PRESIDENTE KENNEDY,Espírito S
RIO BANANAL,Espírito S
RIO NOVO DO SUL,Espírito S
SANTA LEOPOLDINA,Espírito S
SANTA MARIA DE JETIBÁ,Espírito S
SANTA TERESA,Espírito S
SÃO DOMINGOS DO NORTE,Espírito S
SÃO GABRIEL DA PALHA,Espírito S
SÃO JOSÉ DO CALÇADO,Espírito S
SÃO MATEUS,Espírito S
SÃO ROQUE DO CANAÃ,Espírito S
SERRA,Espírito S
SOORETAMA,Espírito S
VARGEM ALTA,Espírito S
VENDA NOVA DO IMIGRANTE,Espírito S
VIANA,Espírito S
VILA PAVÃO,Espírito S
VILA VALÉRIO,Espírito S
VILA VELHA,Espírito S
VITÓRIA,Espírito S
ANGRA DOS REIS,Rio de Jan
APERIBÉ,Rio de Jan
ARARUAMA,Rio de Jan
AREAL,Rio de Jan
ARMAÇÃO DOS BÚZIOS,Rio de Jan
ARRAIAL DO CABO,Rio de Jan
BARRA DO PIRAÍ,Rio de Jan
BARRA MANSA,Rio de Jan
BELFORD ROXO,Rio de Jan
BOM JARDIM,Rio de Jan
BOM JESUS DO ITABAPOANA,Rio de Jan
CABO FRIO,Rio de Jan
CACHOEIRAS DE MACACU,Rio de Jan
CAMBUCI,Rio de Jan
CARAPEBUS,Rio de Jan
COMENDADOR LEVY GASPARIAN,Rio de Jan
CAMPOS DOS GOYTACAZES,Rio de Jan
CANTAGALO,Rio de Jan
CARDOSO MOREIRA,Rio de Jan
CARMO,Rio de Jan
CASIMIRO DE ABREU,Rio de Jan
CONCEIÇÃO DE MACABU,Rio de Jan
CORDEIRO,Rio de Jan
DUAS BARRAS,Rio de Jan
DUQUE DE CAXIAS,Rio de Jan
ENGENHEIRO PAULO DE FRONTIN,Rio de Jan
GUAPIMIRIM,Rio de Jan
IGUABA GRANDE,Rio de Jan
ITABORAÍ,Rio de Jan
ITAGUAÍ,Rio de Jan
ITALVA,Rio de Jan
ITAOCARA,Rio de Jan
ITAPERUNA,Rio de Jan
ITATIAIA,Rio de Jan
JAPERI,Rio de Jan
LAJE DO MURIAÉ,Rio de Jan
MACAÉ,Rio de Jan
MACUCO,Rio de Jan
MAGÉ,Rio de Jan
MANGARATIBA,Rio de Jan
MARICÁ,Rio de Jan
MENDES,Rio de Jan
MESQUITA,Rio de Jan
MIGUEL PEREIRA,Rio de Jan
MIRACEMA,Rio de Jan
NATIVIDADE,Rio de Jan
NILÓPOLIS,Rio de Jan
NITERÓI,Rio de Jan
NOVA FRIBURGO,Rio de Jan
NOVA IGUAÇU,Rio de Jan
PARACAMBI,Rio de Jan
PARAÍBA DO SUL,Rio de Jan
PARATY,Rio de Jan
PATY DO ALFERES,Rio de Jan
PETRÓPOLIS,Rio de Jan
PINHEIRAL,Rio de Jan
PIRAÍ,Rio de Jan
PORCIÚNCULA,Rio de Jan
PORTO REAL,Rio de Jan
QUATIS,Rio de Jan
QUEIMADOS,Rio de Jan
QUISSAMÃ,Rio de Jan
RESENDE,Rio de Jan
RIO BONITO,Rio de Jan
RIO CLARO,Rio de Jan
RIO DAS FLORES,Rio de Jan
RIO DAS OSTRAS,Rio de Jan
RIO DE JANEIRO,Rio de Jan
SANTA MARIA MADALENA,Rio de Jan
SANTO ANTÔNIO DE PÁDUA,Rio de Jan
SÃO FRANCISCO DE ITABAPOANA,Rio de Jan
SÃO FIDÉLIS,Rio de Jan
SÃO GONÇALO,Rio de Jan
SÃO JOÃO DA BARRA,Rio de Jan
SÃO JOÃO DE MERITI,Rio de Jan
SÃO JOSÉ DE UBÁ,Rio de Jan
SÃO JOSÉ DO VALE DO RIO PRETO,Rio de Jan
SÃO PEDRO DA ALDEIA,Rio de Jan
SÃO SEBASTIÃO DO ALTO,Rio de Jan
SAPUCAIA,Rio de Jan
SAQUAREMA,Rio de Jan
SEROPÉDICA,Rio de Jan
SILVA JARDIM,Rio de Jan
SUMIDOURO,Rio de Jan
TANGUÁ,Rio de Jan
TERESÓPOLIS,Rio de Jan
TRAJANO DE MORAES,Rio de Jan
TRÊS RIOS,Rio de Jan
VALENÇA,Rio de Jan
VARRE-SAI,Rio de Jan
VASSOURAS,Rio de Jan
VOLTA REDONDA,Rio de Jan
ADAMANTINA,São Paulo
ADOLFO,São Paulo
AGUAÍ,São Paulo
ÁGUAS DA PRATA,São Paulo
ÁGUAS DE LINDÓIA,São Paulo
ÁGUAS DE SANTA BÁRBARA,São Paulo
ÁGUAS DE SÃO PEDRO,São Paulo
AGUDOS,São Paulo
ALAMBARI,São Paulo
ALFREDO MARCONDES,São Paulo
ALTAIR,São Paulo
ALTINÓPOLIS,São Paulo
ALTO ALEGRE,São Paulo
ALUMÍNIO,São Paulo
ÁLVARES FLORENCE,São Paulo
ÁLVARES MACHADO,São Paulo
ÁLVARO DE CARVALHO,São Paulo
ALVINLÂNDIA,São Paulo
AMERICANA,São Paulo
AMÉRICO BRASILIENSE,São Paulo
AMÉRICO DE CAMPOS,São Paulo
AMPARO,São Paulo
ANALÂNDIA,São Paulo
ANDRADINA,São Paulo
ANGATUBA,São Paulo
ANHEMBI,São Paulo
ANHUMAS,São Paulo
APARECIDA,São Paulo
APARECIDA D'OESTE,São Paulo
APIAÍ,São Paulo
ARAÇARIGUAMA,São Paulo
ARAÇATUBA,São Paulo
ARAÇOIABA DA SERRA,São Paulo
ARAMINA,São Paulo
ARANDU,São Paulo
ARAPEÍ,São Paulo
ARARAQUARA,São Paulo
ARARAS,São Paulo
ARCO-ÍRIS,São Paulo
AREALVA,São Paulo
AREIAS,São Paulo
AREIÓPOLIS,São Paulo
ARIRANHA,São Paulo
ARTUR NOGUEIRA,São Paulo
ARUJÁ,São Paulo
ASPÁSIA,São Paulo
ASSIS,São Paulo
ATIBAIA,São Paulo
AURIFLAMA,São Paulo
AVAÍ,São Paulo
AVANHANDAVA,São Paulo
AVARÉ,São Paulo
BADY BASSITT,São Paulo
BALBINOS,São Paulo
BÁLSAMO,São Paulo
BANANAL,São Paulo
BARÃO DE ANTONINA,São Paulo
BARBOSA,São Paulo
BARIRI,São Paulo
BARRA BONITA,São Paulo
BARRA DO CHAPÉU,São Paulo
BARRA DO TURVO,São Paulo
BARRETOS,São Paulo
BARRINHA,São Paulo
BARUERI,São Paulo
BASTOS,São Paulo
BATATAIS,São Paulo
BAURU,São Paulo
BEBEDOURO,São Paulo
BENTO DE ABREU,São Paulo
BERNARDINO DE CAMPOS,São Paulo
BERTIOGA,São Paulo
BILAC,São Paulo
BIRIGUI,São Paulo
BIRITIBA MIRIM,São Paulo
BOA ESPERANÇA DO SUL,São Paulo
BOCAINA,São Paulo
BOFETE,São Paulo
BOITUVA,São Paulo
BOM JESUS DOS PERDÕES,São Paulo
BOM SUCESSO DE ITARARÉ,São Paulo
BORÁ,São Paulo
BORACÉIA,São Paulo
BORBOREMA,São Paulo
BOREBI,São Paulo
BOTUCATU,São Paulo
BRAGANÇA PAULISTA,São Paulo
BRAÚNA,São Paulo
BREJO ALEGRE,São Paulo
BRODOWSKI,São Paulo
BROTAS,São Paulo
BURI,São Paulo
BURITAMA,São Paulo
BURITIZAL,São Paulo
CABRÁLIA PAULISTA,São Paulo
CABREÚVA,São Paulo
CAÇAPAVA,São Paulo
CACHOEIRA PAULISTA,São Paulo
CACONDE,São Paulo
CAFELÂNDIA,São Paulo
CAIABU,São Paulo
CAIEIRAS,São Paulo
CAIUÁ,São Paulo
CAJAMAR,São Paulo
CAJATI,São Paulo
CAJOBI,São Paulo
CAJURU,São Paulo
CAMPINA DO MONTE ALEGRE,São Paulo
CAMPINAS,São Paulo
CAMPO LIMPO PAULISTA,São Paulo
CAMPOS DO JORDÃO,São Paulo
